""", 1.0.0, ISC
@types/resolve, 0.0.8, MIT
@types/sinon, 4.0.0, MIT
@types/sinon, 7.0.2, MIT
@types/sinon-chai, 2.7.29, MIT
@types/sizzle, 2.3.2, MIT
@types/stack-utils, 1.0.1, MIT
@types/strip-bom, 3.0.0, MIT
@types/strip-json-comments, 0.0.30, MIT
@types/yargs, 12.0.12, MIT
@vue/babel-helper-vue-jsx-merge-props, 1.0.0, MIT
@vue/babel-helper-vue-jsx-merge-props, 1.0.0-beta.3, MIT
@vue/babel-plugin-transform-vue-jsx, 1.0.0, MIT
@vue/babel-plugin-transform-vue-jsx, 1.0.0-beta.3, MIT
@vue/babel-preset-app, 3.2.0, MIT
@vue/babel-preset-app, 3.5.5, MIT
@vue/babel-preset-app, 3.8.0, MIT
@vue/babel-preset-jsx, 1.0.0, MIT
@vue/babel-preset-jsx, 1.0.0-beta.3, MIT
@vue/babel-sugar-functional-vue, 1.0.0, MIT
@vue/babel-sugar-functional-vue, 1.0.0-beta.3, MIT
@vue/babel-sugar-inject-h, 1.0.0, MIT
@vue/babel-sugar-inject-h, 1.0.0-beta.3, MIT
@vue/babel-sugar-v-model, 1.0.0, MIT
@vue/babel-sugar-v-model, 1.0.0-beta.3, MIT
@vue/babel-sugar-v-on, 1.0.0, MIT
@vue/babel-sugar-v-on, 1.0.0-beta.3, MIT
@vue/cli-overlay, 3.2.0, MIT
@vue/cli-overlay, 3.5.1, MIT
@vue/cli-overlay, 3.8.0, MIT
@vue/cli-plugin-babel, 3.2.0, MIT
@vue/cli-plugin-babel, 3.5.5, MIT
@vue/cli-plugin-babel, 3.8.0, MIT
@vue/cli-plugin-e2e-cypress, 3.2.0, MIT
@vue/cli-plugin-e2e-cypress, 3.8.0, MIT
@vue/cli-plugin-eslint, 3.2.1, MIT
@vue/cli-plugin-eslint, 3.5.1, MIT
@vue/cli-plugin-eslint, 3.8.0, MIT
@vue/cli-plugin-unit-jest, 3.5.3, MIT
@vue/cli-service, 3.2.0, MIT
@vue/cli-service, 3.5.3, MIT
@vue/cli-service, 3.8.0, MIT
@vue/cli-shared-utils, 3.2.0, MIT
@vue/cli-shared-utils, 3.5.1, MIT
@vue/cli-shared-utils, 3.8.0, MIT
@vue/component-compiler, 4.0.0, MIT
@vue/component-compiler-utils, 1.3.1, MIT
@vue/component-compiler-utils, 2.3.1, MIT
@vue/component-compiler-utils, 2.6.0, MIT
@vue/component-compiler-utils, 3.0.0, MIT
@vue/eslint-config-standard, 4.0.0, MIT
@vue/preload-webpack-plugin, 1.1.0, "Apache 2.0"
@vue/test-utils, 1.0.0-beta.29, MIT
@vue/web-component-wrapper, 1.2.0, MIT
@webassemblyjs/ast, 1.7.11, MIT
@webassemblyjs/ast, 1.7.6, MIT
@webassemblyjs/ast, 1.8.5, MIT
@webassemblyjs/floating-point-hex-parser, 1.7.11, MIT
@webassemblyjs/floating-point-hex-parser, 1.7.6, MIT
@webassemblyjs/floating-point-hex-parser, 1.8.5, MIT
@webassemblyjs/helper-api-error, 1.7.11, MIT
@webassemblyjs/helper-api-error, 1.7.6, MIT
@webassemblyjs/helper-api-error, 1.8.5, MIT
@webassemblyjs/helper-buffer, 1.7.11, MIT
@webassemblyjs/helper-buffer, 1.7.6, MIT
@webassemblyjs/helper-buffer, 1.8.5, MIT
@webassemblyjs/helper-code-frame, 1.7.11, MIT
@webassemblyjs/helper-code-frame, 1.7.6, MIT
@webassemblyjs/helper-code-frame, 1.8.5, MIT
@webassemblyjs/helper-fsm, 1.7.11, ISC
@webassemblyjs/helper-fsm, 1.7.6, ISC
@webassemblyjs/helper-fsm, 1.8.5, ISC
@webassemblyjs/helper-module-context, 1.7.11, MIT
@webassemblyjs/helper-module-context, 1.7.6, MIT
@webassemblyjs/helper-module-context, 1.8.5, MIT
@webassemblyjs/helper-wasm-bytecode, 1.7.11, MIT
@webassemblyjs/helper-wasm-bytecode, 1.7.6, MIT
@webassemblyjs/helper-wasm-bytecode, 1.8.5, MIT
@webassemblyjs/helper-wasm-section, 1.7.11, MIT
@webassemblyjs/helper-wasm-section, 1.7.6, MIT
@webassemblyjs/helper-wasm-section, 1.8.5, MIT
@webassemblyjs/ieee754, 1.7.11, MIT
@webassemblyjs/ieee754, 1.7.6, MIT
@webassemblyjs/ieee754, 1.8.5, MIT
@webassemblyjs/leb128, 1.7.11, MIT
@webassemblyjs/leb128, 1.7.6, MIT
@webassemblyjs/leb128, 1.8.5, MIT
@webassemblyjs/utf8, 1.7.11, MIT
@webassemblyjs/utf8, 1.7.6, MIT
@webassemblyjs/utf8, 1.8.5, MIT
@webassemblyjs/wasm-edit, 1.7.11, MIT
@webassemblyjs/wasm-edit, 1.7.6, MIT
@webassemblyjs/wasm-edit, 1.8.5, MIT
@webassemblyjs/wasm-gen, 1.7.11, MIT
@webassemblyjs/wasm-gen, 1.7.6, MIT
@webassemblyjs/wasm-gen, 1.8.5, MIT
@webassemblyjs/wasm-opt, 1.7.11, MIT
@webassemblyjs/wasm-opt, 1.7.6, MIT
@webassemblyjs/wasm-opt, 1.8.5, MIT
@webassemblyjs/wasm-parser, 1.7.11, MIT
@webassemblyjs/wasm-parser, 1.7.6, MIT
@webassemblyjs/wasm-parser, 1.8.5, MIT
@webassemblyjs/wast-parser, 1.7.11, MIT
@webassemblyjs/wast-parser, 1.7.6, MIT
@webassemblyjs/wast-parser, 1.8.5, MIT
@webassemblyjs/wast-printer, 1.7.11, MIT
@webassemblyjs/wast-printer, 1.7.6, MIT
@webassemblyjs/wast-printer, 1.8.5, MIT
@xtuc/ieee754, 1.2.0, "New BSD"
@xtuc/long, 4.2.1, "Apache 2.0"
@xtuc/long, 4.2.2, "Apache 2.0"
Base64, 0.2.1, WTFPL
JSONStream, 0.6.4, "Apache 2.0"
JSONStream, 0.7.4, "Apache 2.0"
JSONStream, 1.3.0, "(MIT OR Apache-2.0)"
JSONStream, 1.3.1, "(MIT OR Apache-2.0)"
JSONStream, 1.3.2, "(MIT OR Apache-2.0)"
JSONStream, 1.3.4, "(MIT OR Apache-2.0)"
abab, 1.0.3, ISC
abab, 1.0.4, ISC
abab, 2.0.0, "SEE LICENSE IN LICENSE.md"
abbrev, 1.0.9, ISC
abbrev, 1.1.0, ISC
abbrev, 1.1.1, ISC
accepts, 1.3.3, MIT
accepts, 1.3.4, unknown
accepts, 1.3.5, MIT
accepts, 1.3.7, MIT
accord, 0.26.3, MIT
acorn, 1.2.2, MIT
acorn, 2.7.0, MIT
acorn, 3.3.0, MIT
acorn, 4.0.11, MIT
acorn, 4.0.13, MIT
acorn, 4.0.3, MIT
acorn, 4.0.4, MIT
acorn, 5.0.3, MIT
acorn, 5.3.0, MIT
acorn, 5.4.1, MIT
acorn, 5.7.1, MIT
acorn, 5.7.3, MIT
acorn, 6.0.4, MIT
acorn, 6.1.1, MIT
acorn, 7.1.0, MIT
acorn-dynamic-import, 2.0.2, MIT
acorn-dynamic-import, 3.0.0, MIT
acorn-dynamic-import, 4.0.0, MIT
acorn-es7-plugin, 1.1.7, MIT
acorn-globals, 1.0.9, MIT
acorn-globals, 3.1.0, MIT
acorn-globals, 4.1.0, MIT
acorn-globals, 4.3.0, MIT
acorn-jsx, 3.0.1, MIT
acorn-jsx, 5.0.1, MIT
acorn-node, 1.3.0, "Apache 2.0"
acorn-node, 1.8.2, "Apache 2.0"
acorn-object-spread, 1.0.0, MIT
acorn-walk, 6.1.1, MIT
acorn-walk, 7.0.0, MIT
acorn5-object-spread, 4.0.0, MIT
add-stream, 1.0.0, MIT
address, 1.0.3, MIT
address, 1.1.0, MIT
after, 0.8.1, MIT*
after, 0.8.2, MIT
agent-base, 2.1.1, MIT
ajv, 4.11.3, MIT
ajv, 4.11.8, MIT
ajv, 5.2.3, MIT
ajv, 5.5.2, MIT
ajv, 6.10.0, MIT
ajv, 6.5.3, MIT
ajv, 6.6.2, MIT
ajv-errors, 1.0.1, MIT
ajv-keywords, 1.5.1, MIT
ajv-keywords, 2.1.1, MIT
ajv-keywords, 3.2.0, MIT
ajv-keywords, 3.4.0, MIT
align-text, 0.1.4, MIT
alphanum-sort, 1.0.2, MIT
amdefine, 1.0.1, "BSD-3-Clause OR MIT"
ansi, 0.3.1, MIT
ansi-align, 2.0.0, ISC
ansi-colors, 3.2.3, MIT
ansi-colors, 3.2.4, MIT
ansi-cyan, 0.1.1, MIT
ansi-escapes, 1.4.0, MIT
ansi-escapes, 3.0.0, MIT
ansi-escapes, 3.1.0, MIT
ansi-escapes, 3.2.0, MIT
ansi-html, 0.0.7, "Apache 2.0"
ansi-red, 0.1.1, MIT
ansi-regex, 0.2.1, MIT
ansi-regex, 2.0.0, MIT
ansi-regex, 2.1.1, MIT
ansi-regex, 3.0.0, MIT
ansi-regex, 4.1.0, MIT
ansi-styles, 1.0.0, MIT
ansi-styles, 1.1.0, MIT
ansi-styles, 2.2.1, MIT
ansi-styles, 3.2.0, MIT
ansi-styles, 3.2.1, MIT
ansi-wrap, 0.1.0, MIT
ansicolors, 0.2.1, MIT
any-promise, 0.1.0, MIT
any-promise, 1.3.0, MIT
anymatch, 1.3.0, ISC
anymatch, 1.3.2, ISC
anymatch, 2.0.0, ISC
append-transform, 0.4.0, MIT
append-transform, 1.0.0, MIT
aproba, 1.0.4, ISC
aproba, 1.1.2, ISC
aproba, 1.2.0, ISC
arch, 2.1.1, MIT
archy, 1.0.0, MIT
are-we-there-yet, 1.1.2, ISC
are-we-there-yet, 1.1.4, ISC
are-we-there-yet, 1.1.5, ISC
argparse, 1.0.10, MIT
argparse, 1.0.9, MIT
aria-query, 0.7.1, "Apache 2.0"
arr-diff, 1.1.0, MIT
arr-diff, 2.0.0, MIT
arr-diff, 4.0.0, MIT
arr-flatten, 1.0.1, MIT
arr-flatten, 1.0.3, MIT
arr-flatten, 1.1.0, MIT
arr-union, 2.1.0, MIT
arr-union, 3.1.0, MIT
array-differ, 1.0.0, MIT
array-each, 1.0.1, MIT
array-equal, 1.0.0, MIT
array-filter, 0.0.1, MIT
array-find-index, 1.0.2, MIT
array-flatten, 1.1.1, MIT
array-flatten, 2.1.2, MIT
array-ify, 1.0.0, MIT
array-includes, 3.0.3, MIT
array-index, 1.0.0, MIT
array-map, 0.0.0, MIT
array-reduce, 0.0.0, MIT
array-slice, 0.2.3, MIT
array-union, 1.0.2, MIT
array-uniq, 1.0.3, MIT
array-unique, 0.2.1, MIT
array-unique, 0.3.2, MIT
array.prototype.find, 2.0.3, MIT
array.prototype.find, 2.0.4, MIT
arraybuffer.slice, 0.0.6, MIT
arrify, 1.0.1, MIT
asap, 2.0.5, MIT
asap, 2.0.6, MIT
asn1, 0.2.3, unknown
asn1, 0.2.4, MIT
asn1.js, 4.10.1, MIT
asn1.js, 4.9.0, MIT
asn1.js, 4.9.1, MIT
asn1.js, 4.9.2, unknown
assert, 1.1.2, MIT
assert, 1.3.0, MIT
assert, 1.4.1, MIT
assert, 1.5.0, MIT
assert-plus, 0.2.0, MIT
assert-plus, 1.0.0, MIT
assertion-error, 1.0.2, MIT
assertion-error, 1.1.0, MIT
assign-symbols, 1.0.0, MIT
ast-types, 0.8.15, MIT
ast-types, 0.9.1, MIT
ast-types, 0.9.6, MIT
ast-types-flow, 0.0.7, ISC
astral-regex, 1.0.0, MIT
astw, 2.0.0, MIT
astw, 2.2.0, MIT
async, 0.1.22, MIT
async, 0.2.10, MIT
async, 0.9.2, MIT
async, 1.5.2, MIT
async, 2.0.0-rc.4, MIT
async, 2.1.2, MIT
async, 2.1.5, MIT
async, 2.4.0, MIT
async, 2.5.0, MIT
async, 2.6.0, MIT
async, 2.6.1, MIT
async, 2.6.2, MIT
async-done, 1.2.2, MIT
async-each, 1.0.1, MIT
async-each, 1.0.2, MIT
async-each, 1.0.3, MIT
async-foreach, 0.1.3, MIT*
async-limiter, 1.0.0, MIT
asynckit, 0.4.0, MIT
atob, 1.1.3, "(MIT OR Apache-2.0)"
atob, 2.1.2, "(MIT OR Apache-2.0)"
autoprefixer, 6.5.2, MIT
autoprefixer, 6.7.4, MIT
autoprefixer, 6.7.7, MIT
autoprefixer, 8.6.5, MIT
autoprefixer, 9.5.1, MIT
aws-sign2, 0.6.0, "Apache 2.0"
aws-sign2, 0.7.0, "Apache 2.0"
aws4, 1.5.0, MIT
aws4, 1.6.0, unknown
aws4, 1.8.0, MIT
axios, 0.18.0, MIT
axobject-query, 0.1.0, "Apache 2.0"
babel-cli, 6.24.1, MIT
babel-cli, 6.26.0, MIT
babel-code-frame, 6.16.0, MIT
babel-code-frame, 6.22.0, MIT
babel-code-frame, 6.26.0, MIT
babel-core, 6.18.2, MIT
babel-core, 6.23.1, MIT
babel-core, 6.24.1, MIT
babel-core, 6.26.0, MIT
babel-core, 6.26.3, MIT
babel-core, 7.0.0-bridge.0, MIT
babel-eslint, 10.0.1, MIT
babel-eslint, 8.2.3, MIT
babel-eslint, 8.2.6, MIT
babel-generator, 6.18.0, MIT
babel-generator, 6.23.0, MIT
babel-generator, 6.24.1, MIT
babel-generator, 6.26.0, MIT
babel-generator, 6.26.1, MIT
babel-helper-bindify-decorators, 6.24.1, MIT
babel-helper-builder-binary-assignment-operator-visitor, 6.22.0, MIT
babel-helper-builder-binary-assignment-operator-visitor, 6.24.1, MIT
babel-helper-builder-react-jsx, 6.26.0, MIT
babel-helper-call-delegate, 6.18.0, MIT
babel-helper-call-delegate, 6.22.0, MIT
babel-helper-call-delegate, 6.24.1, MIT
babel-helper-define-map, 6.18.0, MIT
babel-helper-define-map, 6.23.0, MIT
babel-helper-define-map, 6.26.0, MIT
babel-helper-explode-assignable-expression, 6.22.0, MIT
babel-helper-explode-assignable-expression, 6.24.1, MIT
babel-helper-explode-class, 6.24.1, MIT
babel-helper-function-name, 6.18.0, MIT
babel-helper-function-name, 6.23.0, MIT
babel-helper-function-name, 6.24.1, MIT
babel-helper-get-function-arity, 6.18.0, MIT
babel-helper-get-function-arity, 6.22.0, MIT
babel-helper-get-function-arity, 6.24.1, MIT
babel-helper-hoist-variables, 6.18.0, MIT
babel-helper-hoist-variables, 6.22.0, MIT
babel-helper-hoist-variables, 6.24.1, MIT
babel-helper-optimise-call-expression, 6.18.0, MIT
babel-helper-optimise-call-expression, 6.23.0, MIT
babel-helper-optimise-call-expression, 6.24.1, MIT
babel-helper-regex, 6.18.0, MIT
babel-helper-regex, 6.22.0, MIT
babel-helper-regex, 6.26.0, MIT
babel-helper-remap-async-to-generator, 6.22.0, MIT
babel-helper-remap-async-to-generator, 6.24.1, MIT
babel-helper-replace-supers, 6.18.0, MIT
babel-helper-replace-supers, 6.23.0, MIT
babel-helper-replace-supers, 6.24.1, MIT
babel-helper-vue-jsx-merge-props, 2.0.2, MIT
babel-helper-vue-jsx-merge-props, 2.0.3, MIT
babel-helpers, 6.16.0, MIT
babel-helpers, 6.23.0, MIT
babel-helpers, 6.24.1, MIT
babel-jest, 18.0.0, "New BSD"
babel-jest, 21.2.0, MIT
babel-jest, 22.1.0, MIT
babel-jest, 23.6.0, MIT
babel-jest, 24.7.1, MIT
babel-loader, 6.2.7, MIT
babel-loader, 6.4.1, MIT
babel-loader, 7.1.2, MIT
babel-loader, 8.0.2, MIT
babel-loader, 8.0.4, MIT
babel-loader, 8.0.5, MIT
babel-loader, 8.0.6, MIT
babel-messages, 6.23.0, MIT
babel-messages, 6.8.0, MIT
babel-plugin-add-module-exports, 0.2.1, MIT
babel-plugin-alter-object-assign, 1.0.2, MIT
babel-plugin-check-es2015-constants, 6.22.0, MIT
babel-plugin-check-es2015-constants, 6.8.0, MIT
babel-plugin-dynamic-import-node, 2.2.0, MIT
babel-plugin-external-helpers, 6.22.0, MIT
babel-plugin-istanbul, 3.1.2, "New BSD"
babel-plugin-istanbul, 4.1.5, "New BSD"
babel-plugin-istanbul, 4.1.6, "New BSD"
babel-plugin-istanbul, 5.1.1, "New BSD"
babel-plugin-jest-hoist, 18.0.0, "New BSD"
babel-plugin-jest-hoist, 21.2.0, MIT
babel-plugin-jest-hoist, 22.1.0, MIT
babel-plugin-jest-hoist, 23.2.0, MIT
babel-plugin-jest-hoist, 24.6.0, MIT
babel-plugin-jsx-event-modifiers, 2.0.5, MIT
babel-plugin-jsx-v-model, 2.0.3, MIT
babel-plugin-jsx-vue-functional, 2.1.0, MIT
babel-plugin-module-resolver, 3.2.0, MIT
babel-plugin-syntax-async-functions, 6.13.0, MIT
babel-plugin-syntax-async-generators, 6.13.0, MIT
babel-plugin-syntax-class-constructor-call, 6.18.0, MIT
babel-plugin-syntax-class-properties, 6.13.0, MIT
babel-plugin-syntax-decorators, 6.13.0, MIT
babel-plugin-syntax-do-expressions, 6.13.0, MIT
babel-plugin-syntax-dynamic-import, 6.18.0, MIT
babel-plugin-syntax-exponentiation-operator, 6.13.0, MIT
babel-plugin-syntax-export-extensions, 6.13.0, MIT
babel-plugin-syntax-flow, 6.18.0, MIT
babel-plugin-syntax-function-bind, 6.13.0, MIT
babel-plugin-syntax-jsx, 6.18.0, MIT
babel-plugin-syntax-object-rest-spread, 6.13.0, MIT
babel-plugin-syntax-trailing-function-commas, 6.22.0, MIT
babel-plugin-transform-async-generator-functions, 6.22.0, MIT
babel-plugin-transform-async-generator-functions, 6.24.1, MIT
babel-plugin-transform-async-to-generator, 6.22.0, MIT
babel-plugin-transform-async-to-generator, 6.24.1, MIT
babel-plugin-transform-class-constructor-call, 6.24.1, MIT
babel-plugin-transform-class-properties, 6.24.1, MIT
babel-plugin-transform-decorators, 6.24.1, MIT
babel-plugin-transform-do-expressions, 6.22.0, MIT
babel-plugin-transform-es2015-arrow-functions, 6.22.0, MIT
babel-plugin-transform-es2015-arrow-functions, 6.8.0, MIT
babel-plugin-transform-es2015-block-scoped-functions, 6.22.0, MIT
babel-plugin-transform-es2015-block-scoped-functions, 6.8.0, MIT
babel-plugin-transform-es2015-block-scoping, 6.18.0, MIT
babel-plugin-transform-es2015-block-scoping, 6.23.0, MIT
babel-plugin-transform-es2015-block-scoping, 6.24.1, MIT
babel-plugin-transform-es2015-block-scoping, 6.26.0, MIT
babel-plugin-transform-es2015-classes, 6.18.0, MIT
babel-plugin-transform-es2015-classes, 6.23.0, MIT
babel-plugin-transform-es2015-classes, 6.24.1, MIT
babel-plugin-transform-es2015-computed-properties, 6.22.0, MIT
babel-plugin-transform-es2015-computed-properties, 6.24.1, MIT
babel-plugin-transform-es2015-computed-properties, 6.8.0, MIT
babel-plugin-transform-es2015-destructuring, 6.18.0, MIT
babel-plugin-transform-es2015-destructuring, 6.23.0, MIT
babel-plugin-transform-es2015-duplicate-keys, 6.22.0, MIT
babel-plugin-transform-es2015-duplicate-keys, 6.24.1, MIT
babel-plugin-transform-es2015-duplicate-keys, 6.8.0, MIT
babel-plugin-transform-es2015-for-of, 6.18.0, MIT
babel-plugin-transform-es2015-for-of, 6.23.0, MIT
babel-plugin-transform-es2015-function-name, 6.22.0, MIT
babel-plugin-transform-es2015-function-name, 6.24.1, MIT
babel-plugin-transform-es2015-function-name, 6.9.0, MIT
babel-plugin-transform-es2015-literals, 6.22.0, MIT
babel-plugin-transform-es2015-literals, 6.8.0, MIT
babel-plugin-transform-es2015-modules-amd, 6.18.0, MIT
babel-plugin-transform-es2015-modules-amd, 6.22.0, MIT
babel-plugin-transform-es2015-modules-amd, 6.24.1, MIT
babel-plugin-transform-es2015-modules-commonjs, 6.18.0, MIT
babel-plugin-transform-es2015-modules-commonjs, 6.23.0, MIT
babel-plugin-transform-es2015-modules-commonjs, 6.26.0, MIT
babel-plugin-transform-es2015-modules-commonjs, 6.26.2, MIT
babel-plugin-transform-es2015-modules-systemjs, 6.18.0, MIT
babel-plugin-transform-es2015-modules-systemjs, 6.23.0, MIT
babel-plugin-transform-es2015-modules-systemjs, 6.24.1, MIT
babel-plugin-transform-es2015-modules-umd, 6.18.0, MIT
babel-plugin-transform-es2015-modules-umd, 6.23.0, MIT
babel-plugin-transform-es2015-modules-umd, 6.24.1, MIT
babel-plugin-transform-es2015-object-super, 6.22.0, MIT
babel-plugin-transform-es2015-object-super, 6.24.1, MIT
babel-plugin-transform-es2015-object-super, 6.8.0, MIT
babel-plugin-transform-es2015-parameters, 6.18.0, MIT
babel-plugin-transform-es2015-parameters, 6.23.0, MIT
babel-plugin-transform-es2015-parameters, 6.24.1, MIT
babel-plugin-transform-es2015-shorthand-properties, 6.18.0, MIT
babel-plugin-transform-es2015-shorthand-properties, 6.22.0, MIT
babel-plugin-transform-es2015-shorthand-properties, 6.24.1, MIT
babel-plugin-transform-es2015-spread, 6.22.0, MIT
babel-plugin-transform-es2015-spread, 6.8.0, MIT
babel-plugin-transform-es2015-sticky-regex, 6.22.0, MIT
babel-plugin-transform-es2015-sticky-regex, 6.24.1, MIT
babel-plugin-transform-es2015-sticky-regex, 6.8.0, MIT
babel-plugin-transform-es2015-template-literals, 6.22.0, MIT
babel-plugin-transform-es2015-template-literals, 6.8.0, MIT
babel-plugin-transform-es2015-typeof-symbol, 6.18.0, MIT
babel-plugin-transform-es2015-typeof-symbol, 6.23.0, MIT
babel-plugin-transform-es2015-unicode-regex, 6.11.0, MIT
babel-plugin-transform-es2015-unicode-regex, 6.22.0, MIT
babel-plugin-transform-es2015-unicode-regex, 6.24.1, MIT
babel-plugin-transform-exponentiation-operator, 6.22.0, MIT
babel-plugin-transform-exponentiation-operator, 6.24.1, MIT
babel-plugin-transform-export-extensions, 6.22.0, MIT
babel-plugin-transform-flow-strip-types, 6.22.0, MIT
babel-plugin-transform-function-bind, 6.22.0, MIT
babel-plugin-transform-object-rest-spread, 6.23.0, MIT
babel-plugin-transform-object-rest-spread, 6.26.0, MIT
babel-plugin-transform-react-jsx, 6.24.1, MIT
babel-plugin-transform-regenerator, 6.16.1, "Simplified BSD"
babel-plugin-transform-regenerator, 6.22.0, MIT
babel-plugin-transform-regenerator, 6.26.0, MIT
babel-plugin-transform-runtime, 6.15.0, MIT
babel-plugin-transform-runtime, 6.23.0, MIT
babel-plugin-transform-strict-mode, 6.18.0, MIT
babel-plugin-transform-strict-mode, 6.22.0, MIT
babel-plugin-transform-strict-mode, 6.24.1, MIT
babel-plugin-transform-vue-jsx, 3.5.0, MIT
babel-plugin-transform-vue-jsx, 3.7.0, MIT
babel-plugin-transform-vue-jsx, 4.0.1, MIT
babel-polyfill, 6.23.0, MIT
babel-polyfill, 6.26.0, MIT
babel-preset-env, 1.6.1, MIT
babel-preset-env, 1.7.0, MIT
babel-preset-es2015, 6.18.0, MIT
babel-preset-es2015, 6.22.0, MIT
babel-preset-es2015, 6.24.1, MIT
babel-preset-es2016, 6.24.1, MIT
babel-preset-es2017, 6.24.1, MIT
babel-preset-jest, 18.0.0, "New BSD"
babel-preset-jest, 21.2.0, MIT
babel-preset-jest, 22.1.0, MIT
babel-preset-jest, 23.2.0, MIT
babel-preset-jest, 24.6.0, MIT
babel-preset-latest, 6.24.1, MIT
babel-preset-stage-0, 6.24.1, MIT
babel-preset-stage-1, 6.24.1, MIT
babel-preset-stage-2, 6.24.1, MIT
babel-preset-stage-3, 6.22.0, MIT
babel-preset-stage-3, 6.24.1, MIT
babel-preset-vue, 1.2.1, MIT
babel-preset-vue, 2.0.2, MIT
babel-preset-vue-app, 1.3.1, MIT
babel-preset-vue-app, 1.3.2, MIT
babel-register, 6.18.0, MIT
babel-register, 6.23.0, MIT
babel-register, 6.24.1, MIT
babel-register, 6.26.0, MIT
babel-runtime, 6.18.0, MIT
babel-runtime, 6.23.0, MIT
babel-runtime, 6.26.0, MIT
babel-template, 6.16.0, MIT
babel-template, 6.23.0, MIT
babel-template, 6.24.1, MIT
babel-template, 6.26.0, MIT
babel-traverse, 6.18.0, MIT
babel-traverse, 6.23.1, MIT
babel-traverse, 6.24.1, MIT
babel-traverse, 6.26.0, MIT
babel-types, 6.18.0, MIT
babel-types, 6.23.0, MIT
babel-types, 6.24.1, MIT
babel-types, 6.26.0, MIT
babelify, 7.3.0, MIT
babylon, 6.13.1, MIT
babylon, 6.15.0, MIT
babylon, 6.17.2, MIT
babylon, 6.18.0, MIT
babylon, 7.0.0-beta.44, MIT
backbone, 1.3.3, MIT
backo2, 1.0.2, MIT
balanced-match, 0.1.0, MIT
balanced-match, 0.2.1, MIT
balanced-match, 0.4.2, MIT
balanced-match, 1.0.0, MIT
base, 0.11.2, MIT
base-x, 3.0.5, MIT
base62, 1.1.1, MIT
base64-arraybuffer, 0.1.5, MIT
base64-js, 0.0.2, UNKNOWN
base64-js, 0.0.8, MIT
base64-js, 1.2.0, MIT
base64-js, 1.2.1, MIT
base64-js, 1.3.0, MIT
base64id, 0.1.0, UNKNOWN
base64id, 1.0.0, MIT
batch, 0.5.3, MIT
batch, 0.6.1, MIT
bcrypt-pbkdf, 1.0.0, BSD
bcrypt-pbkdf, 1.0.1, unknown
bcrypt-pbkdf, 1.0.2, "New BSD"
beeper, 1.1.0, MIT
beeper, 1.1.1, MIT
benchmark, 1.0.0, MIT
benchmark-uuid, "", unknown
better-assert, 1.0.2, MIT
bezier-easing, 2.1.0, MIT
bfj, 6.1.1, MIT
big.js, 3.1.3, MIT
big.js, 3.2.0, MIT
big.js, 5.2.2, MIT
bignumber.js, 2.0.7, MIT
bili, 2.2.7, MIT
binary-extensions, 1.11.0, MIT
binary-extensions, 1.12.0, MIT
binary-extensions, 1.13.1, MIT
binary-extensions, 1.7.0, MIT
binary-extensions, 1.8.0, MIT
binaryextensions, 1.0.1, MIT
bindings, 1.5.0, MIT
bip66, 1.1.5, MIT
bitcore-lib, 0.15.0, MIT
bitcore-lib, 0.16.0, MIT
bitcore-mnemonic, 1.7.0, MIT
bl, 1.1.2, MIT
bl, 1.2.1, unknown
bl, 1.2.2, MIT
blob, 0.0.4, MIT*
block-stream, 0.0.9, ISC
bluebird, 2.11.0, MIT
bluebird, 3.4.6, MIT
bluebird, 3.5.0, MIT
bluebird, 3.5.1, MIT
bluebird, 3.5.3, MIT
bluebird, 3.5.4, MIT
bluebird, 3.5.5, MIT
bn.js, 2.2.0, MIT
bn.js, 4.11.6, MIT
bn.js, 4.11.8, MIT
body-parser, 1.17.2, MIT
body-parser, 1.18.2, MIT
body-parser, 1.18.3, MIT
body-parser, 1.19.0, MIT
bonjour, 3.5.0, MIT
boolbase, 1.0.0, ISC
boom, 2.10.1, "New BSD"
boom, 4.3.1, unknown
boom, 5.2.0, unknown
bootstrap, 4.3.1, MIT
bootstrap-vue, 2.0.0-rc.21, MIT
bops, 0.0.6, MIT
bouncy, 3.2.2, MIT
bower, 1.8.0, MIT
boxen, 1.3.0, MIT
brace, 0.11.1, MIT
brace-expansion, 1.1.11, MIT
brace-expansion, 1.1.6, MIT
brace-expansion, 1.1.7, MIT
brace-expansion, 1.1.8, MIT
braces, 0.1.5, MIT
braces, 1.8.5, MIT
braces, 2.3.2, MIT
brfs, 1.4.3, MIT
brorand, 1.0.6, MIT
brorand, 1.1.0, MIT
browser-launcher, 0.3.5, MIT
browser-pack, 2.0.1, MIT
browser-pack, 5.0.1, MIT
browser-pack, 6.0.2, MIT
browser-pack, 6.0.4, MIT
browser-process-hrtime, 0.1.2, "Simplified BSD"
browser-process-hrtime, 0.1.3, "Simplified BSD"
browser-resolve, 1.11.2, MIT
browser-resolve, 1.11.3, MIT
browser-resolve, 1.2.4, MIT
browser-stdout, 1.3.0, ISC
browser_field, "", unknown
browserify, 11.2.0, MIT
browserify, 13.3.0, MIT
browserify, 14.4.0, MIT
browserify, 16.5.0, MIT
browserify, 3.46.1, MIT
browserify-aes, 0.4.0, MIT
browserify-aes, 1.0.6, MIT
browserify-aes, 1.1.1, MIT
browserify-aes, 1.2.0, MIT
browserify-cipher, 1.0.0, MIT
browserify-cipher, 1.0.1, MIT
browserify-des, 1.0.0, MIT
browserify-des, 1.0.2, MIT
